BehaviorSpace results (NetLogo 6.1.0),,,,,,,,,,,,,,,,,,,,,,,,,
ev_rum_shape.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,
experiment,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2019 15:56:41:177 +0000,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,
[run number],density,fraction_blue,circle_blue,circle_orange,similar_wanted_ethnic,similar_wanted_value,num_alternative,e_sqr,v_sqr,v_crl,e_crl,[step],ticks,"mean [count (turtles-on neighbors)]  of turtles  with [ethnicity = ""local""   and shape = ""circle""   and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors) with [ethnicity = [ethnicity] of myself]] of turtles with [ethnicity = ""local""  and shape = ""circle""   and count (turtles-on neighbors) >= 1]","mean  [count (turtles-on neighbors) with [shape = [shape] of myself]] of turtles with [ethnicity = ""local""   and shape = ""circle""  and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors)]  of turtles  with [ethnicity = ""local""   and shape =  ""square""   and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors) with [ethnicity = [ethnicity] of myself]] of turtles with [ethnicity = ""local""  and shape =   ""square""   and count (turtles-on neighbors) >= 1]","mean  [count (turtles-on neighbors) with [shape = [shape] of myself]] of turtles with [ethnicity = ""local""   and shape =   ""square""  and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors)]  of turtles  with [ethnicity =   ""minority""    and shape = ""circle""   and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors) with [ethnicity = [ethnicity] of myself]] of turtles with [ethnicity =   ""minority""   and shape = ""circle""   and count (turtles-on neighbors) >= 1]","mean  [count (turtles-on neighbors) with [shape = [shape] of myself]] of turtles with [ethnicity =   ""minority""   and shape = ""circle""  and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors)]  of turtles  with [ethnicity = ""minority""   and shape =  ""square""   and count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors) with [ethnicity = [ethnicity] of myself]] of turtles with [ethnicity = ""minority""  and shape =   ""square""   and count (turtles-on neighbors) >= 1]","mean  [count (turtles-on neighbors) with [shape = [shape] of myself]] of turtles with [ethnicity = ""minority""   and shape =   ""square""  and count (turtles-on neighbors) >= 1]"
2,70,50,50,50,1,1,1,10,0,10,1,2,100,6.772727273,3.712121212,6.443722944,5.192640693,5.045454545,4.811688312,6.786177106,3.680345572,6.464362851,4.844243792,4.744920993,4.562076749
2,70,50,50,50,1,1,1,10,0,10,1,3,150,6.658008658,3.606060606,6.37012987,5.043290043,4.926406926,4.714285714,6.645788337,3.559395248,6.373650108,5.013544018,4.934537246,4.772009029
2,70,50,50,50,1,1,1,10,0,10,1,4,200,6.813852814,3.634199134,6.456709957,4.710869565,4.645652174,4.367391304,6.982721382,3.825053996,6.73650108,5.083521445,5,4.810383747
2,70,50,50,50,1,1,1,10,0,10,1,5,250,6.787878788,3.62987013,6.558441558,5.04978355,4.980519481,4.848484848,6.701943844,3.578833693,6.401727862,4.743243243,4.641891892,4.400900901
2,70,50,50,50,1,1,1,10,0,10,1,6,300,6.658008658,3.606060606,6.357142857,5.101731602,5.051948052,4.844155844,6.591792657,3.589632829,6.291576674,4.898648649,4.801801802,4.540540541
2,70,50,50,50,1,1,1,10,0,10,1,7,350,6.731601732,3.638528139,6.493506494,5.073593074,4.989177489,4.811688312,6.650107991,3.539956803,6.3412527,4.759009009,4.695945946,4.461711712
2,70,50,50,50,1,1,1,10,0,10,1,8,400,6.644251627,3.661605206,6.383947939,5.183982684,5.125541126,4.952380952,6.712742981,3.771058315,6.412526998,4.882352941,4.791855204,4.538461538
2,70,50,50,50,1,1,1,10,0,10,1,9,450,6.692640693,3.653679654,6.393939394,5.158008658,5.082251082,4.891774892,6.846652268,3.846652268,6.52699784,4.988738739,4.876126126,4.621621622
2,70,50,50,50,1,1,1,10,0,10,1,10,500,6.880952381,3.891774892,6.658008658,5.398268398,5.316017316,5.199134199,6.768898488,3.809935205,6.401727862,4.493243243,4.382882883,4.085585586
2,70,50,50,50,1,1,1,10,0,10,1,11,550,6.915584416,3.826839827,6.67965368,4.865509761,4.772234273,4.579175705,6.706263499,3.574514039,6.419006479,4.995485327,4.9503386,4.74717833
2,70,50,50,50,1,1,1,10,0,10,1,12,600,6.924242424,3.818181818,6.647186147,4.880952381,4.792207792,4.614718615,6.86825054,3.779697624,6.585313175,4.905405405,4.801801802,4.599099099
2,70,50,50,50,1,1,1,10,0,10,1,13,650,6.837310195,3.763557484,6.581344902,5.287878788,5.20995671,5,6.781857451,3.688984881,6.479481641,4.774266366,4.726862302,4.492099323
2,70,50,50,50,1,1,1,10,0,10,1,14,700,6.61038961,3.547619048,6.41991342,4.865509761,4.796095445,4.678958785,6.786177106,3.734341253,6.548596112,5.060810811,4.984234234,4.808558559
2,70,50,50,50,1,1,1,10,0,10,1,15,750,6.651515152,3.560606061,6.452380952,5.132034632,5.093073593,4.971861472,6.691144708,3.645788337,6.481641469,4.830699774,4.749435666,4.571106095
2,70,50,50,50,1,1,1,10,0,10,1,16,800,6.733766234,3.58008658,6.504329004,5.251082251,5.194805195,5.038961039,6.740820734,3.611231102,6.485961123,4.599099099,4.522522523,4.315315315
2,70,50,50,50,1,1,1,10,0,10,1,17,850,6.824675325,3.640692641,6.558441558,5.12987013,5.047619048,4.854978355,6.714902808,3.529157667,6.419006479,4.900900901,4.824324324,4.601351351
2,70,50,50,50,1,1,1,10,0,10,1,18,900,6.601731602,3.627705628,6.359307359,5.175324675,5.095238095,4.924242424,6.601731602,3.619047619,6.303030303,5.015765766,4.941441441,4.713963964
2,70,50,50,50,1,1,1,10,0,10,1,19,950,6.833333333,3.722943723,6.584415584,4.883116883,4.805194805,4.623376623,6.850971922,3.73650108,6.639308855,4.981941309,4.911963883,4.772009029
2,70,50,50,50,1,1,1,10,0,10,1,20,1000,6.813852814,3.590909091,6.569264069,4.941558442,4.876623377,4.720779221,6.792656587,3.600431965,6.593952484,4.934537246,4.841986456,4.702031603
2,70,50,50,50,1,1,1,10,0,10,1,21,1050,6.575757576,3.461038961,6.326839827,5.045454545,4.997835498,4.813852814,6.745140389,3.654427646,6.542116631,5.076576577,5.009009009,4.846846847
2,70,50,50,50,1,1,1,10,0,10,1,22,1100,6.848484848,3.720779221,6.512987013,4.876623377,4.755411255,4.532467532,6.857451404,3.727861771,6.576673866,4.891891892,4.774774775,4.608108108
2,70,50,50,50,1,1,1,10,0,10,1,23,1150,6.662337662,3.614718615,6.359307359,4.824675325,4.748917749,4.554112554,6.695464363,3.686825054,6.345572354,5.06981982,4.957207207,4.671171171
2,70,50,50,50,1,1,1,10,0,10,1,24,1200,6.673160173,3.751082251,6.432900433,5.177489177,5.11038961,4.932900433,6.60475162,3.684665227,6.289416847,5.047297297,4.981981982,4.722972973
2,70,50,50,50,1,1,1,10,0,10,1,25,1250,6.751082251,3.69047619,6.437229437,5.101952278,5.030368764,4.826464208,6.796976242,3.781857451,6.483801296,4.882882883,4.768018018,4.515765766
2,70,50,50,50,1,1,1,10,0,10,1,26,1300,6.87012987,3.829004329,6.584415584,5,4.932900433,4.74025974,6.870410367,3.861771058,6.596112311,4.75,4.653153153,4.436936937
2,70,50,50,50,1,1,1,10,0,10,1,27,1350,6.562770563,3.465367965,6.272727273,5.103896104,5.019480519,4.803030303,6.699784017,3.598272138,6.431965443,4.90744921,4.830699774,4.638826185
2,70,50,50,50,1,1,1,10,0,10,1,28,1400,6.746753247,3.582251082,6.445887446,4.928571429,4.841991342,4.651515152,6.79049676,3.656587473,6.501079914,5.027027027,4.912162162,4.70045045
2,70,50,50,50,1,1,1,10,0,10,1,29,1450,6.835497835,3.623376623,6.627705628,4.956616052,4.880694143,4.726681128,6.695464363,3.468682505,6.406047516,4.948198198,4.891891892,4.668918919
2,70,50,50,50,1,1,1,10,0,10,1,30,1500,6.645021645,3.58008658,6.406926407,5.056277056,4.982683983,4.822510823,6.857451404,3.803455724,6.617710583,4.88261851,4.801354402,4.627539503
2,70,50,50,50,1,1,1,10,0,10,1,31,1550,6.701298701,3.66017316,6.430735931,4.991341991,4.898268398,4.692640693,6.840172786,3.777537797,6.568034557,4.898648649,4.831081081,4.644144144
2,70,50,50,50,1,1,1,10,0,10,1,32,1600,6.831168831,3.632034632,6.5,5.15835141,5.010845987,4.778741866,6.840172786,3.600431965,6.55075594,4.796839729,4.693002257,4.544018059
2,70,50,50,50,1,1,1,10,0,10,1,33,1650,6.917748918,3.742424242,6.651515152,4.746753247,4.673160173,4.484848485,6.971922246,3.807775378,6.676025918,5.033936652,4.952488688,4.719457014
2,70,50,50,50,1,1,1,10,0,10,1,34,1700,6.893939394,3.766233766,6.632034632,4.811688312,4.757575758,4.567099567,6.879049676,3.77537797,6.656587473,5.015765766,4.941441441,4.765765766
2,70,50,50,50,1,1,1,10,0,10,1,35,1750,6.787878788,3.673160173,6.491341991,4.726681128,4.644251627,4.442516269,6.881209503,3.786177106,6.576673866,5.139954853,5.040632054,4.808126411
2,70,50,50,50,1,1,1,10,0,10,1,36,1800,6.941558442,3.670995671,6.748917749,4.997835498,4.922077922,4.798701299,6.948164147,3.678185745,6.678185745,4.795045045,4.722972973,4.52027027
2,70,50,50,50,1,1,1,10,0,10,1,37,1850,6.74025974,3.508658009,6.487012987,4.792207792,4.703463203,4.554112554,6.863930886,3.654427646,6.61987041,5.029345372,4.920993228,4.758465011
2,70,50,50,50,1,1,1,10,0,10,1,38,1900,6.829004329,3.755411255,6.5,5.158008658,5.067099567,4.857142857,6.632829374,3.593952484,6.330453564,4.822072072,4.698198198,4.477477477
2,70,50,50,50,1,1,1,10,0,10,1,39,1950,6.781385281,3.584415584,6.441558442,5.130151844,5.015184382,4.770065076,6.760259179,3.55075594,6.574514039,4.792792793,4.693693694,4.619369369
2,70,50,50,50,1,1,1,10,0,10,1,40,2000,6.898268398,3.655844156,6.619047619,4.848484848,4.785714286,4.569264069,6.904967603,3.669546436,6.704103672,4.932432432,4.867117117,4.722972973
3,70,50,50,50,1,1,1,10,0,10,2,0,0,5.414187643,2.649885584,2.656750572,5.468409586,2.784313725,2.77124183,5.410596026,2.671081678,2.70419426,5.49078341,2.728110599,2.741935484
3,70,50,50,50,1,1,1,10,0,10,2,1,50,6.517162471,3.931350114,6.054919908,4.832244009,4.671023965,4.363834423,6.426048565,3.902869757,5.902869757,4.92147806,4.780600462,4.404157044
3,70,50,50,50,1,1,1,10,0,10,2,2,100,6.578947368,3.647597254,6.23798627,4.8583878,4.710239651,4.518518519,6.589403974,3.746136865,6.114790287,5.050691244,4.910138249,4.571428571
3,70,50,50,50,1,1,1,10,0,10,2,3,150,6.729977117,4.036613272,6.33409611,4.96069869,4.851528384,4.561135371,6.637969095,4.017660044,6.317880795,4.660508083,4.56812933,4.348729792
3,70,50,50,50,1,1,1,10,0,10,2,4,200,6.530892449,3.720823799,6.155606407,5.010893246,4.919389978,4.684095861,6.774834437,4.094922737,6.348785872,4.524249423,4.394919169,4.046189376
3,70,50,50,50,1,1,1,10,0,10,2,5,250,6.739130435,3.878718535,6.38215103,4.906318083,4.803921569,4.555555556,6.6799117,3.909492274,6.315673289,4.695150115,4.598152425,4.325635104
3,70,50,50,50,1,1,1,10,0,10,2,6,300,6.778032037,3.986270023,6.386727689,4.934640523,4.849673203,4.581699346,6.799116998,4.125827815,6.434878587,4.592165899,4.48156682,4.19124424
3,70,50,50,50,1,1,1,10,0,10,2,7,350,6.643020595,3.977116705,6.249427918,4.860566449,4.749455338,4.470588235,6.602649007,4.015452539,6.240618102,4.656682028,4.555299539,4.294930876
3,70,50,50,50,1,1,1,10,0,10,2,8,400,6.693363844,3.878718535,6.256292906,4.92139738,4.796943231,4.480349345,6.675496689,3.93598234,6.317880795,4.707373272,4.601382488,4.359447005
