"ID","run","density","fraction_blue","circle_blue","circle_orange","eth_con_loc","val_lib_loc","eth_con_min","val_lib_min","val_con_loc","eth_lib_loc","val_con_min","eth_lib_min","step","et_sq_bl","et_cl_bl","et_sq_or","et_cl_or","vl_sq_bl","vl_cl_bl","vl_sq_or","vl_cl_or","de_sq_bl","de_cl_bl","de_sq_or","de_cl_or","dv_sq_bl","dv_cl_bl","dv_sq_or","dv_cl_or","et_sq_bl_v","et_cl_bl_v","et_sq_or_v","et_cl_or_v","vl_sq_bl_v","vl_cl_bl_v","vl_sq_or_v","vl_cl_or_v","de_sq_bl_v","de_cl_bl_v","de_sq_or_v","de_cl_or_v","dv_sq_bl_v","dv_cl_bl_v","dv_sq_or_v","dv_cl_or_v"
"dislib",37,70,80,50,70,20,20,20,20,0,0,0,0,2000,0.99867035546613,0.759312962242117,"0.9841503267973857","0.2593992827256426",0.912996311200536,0.932267743609706,"0.984640522875817","0.9957760510061766",1.23450594494946,0.938624402771591,"5.151637341153481","1.3578525503380425",2.00701775307016,1.71027535698183,"2.16451149425287","1.8267834029249987",0.000212611614005344,0.0261798749266766,"0.005436619642356393","0.02876939100007404",0.0457406076737357,0.0169476789897221,"0.005229297439547862","7.465200166538001E-4",0.000324884535029928,0.0400045713988201,"0.14896925052215731","0.7883123884315655",0.221037679398389,0.0570375667049676,"0.02527014461999115","0.002512419858336192"
"dislib",8,70,80,50,10,20,20,20,20,0,0,0,0,2000,0.999016853932584,0.943225950322492,"0.9845169873106835","0.02252252252252252",0.86356841894061,0.87913922052971,"0.9864272069859462","0.9945945945945945",1.27399517717006,1.20284788686217,"4.56134097738518","0.1043485345810927",1.45798321578204,2.15635652860434,"1.6654086460695015","2.439545975524087",0.000250633877133186,0.00813452060565927,"0.004490268282877747","0.0027579662996329696",0.061066896843435,0.0277526829910785,"0.003747718740802401","0.0010810810810810807",0.000407595809297159,0.0132288441907084,"0.09638533006791206","0.059200803907409005",0.174067381881021,0.166967060023442,"0.010682638597314768","0.006504053313083167"
"dislib",17,70,80,50,30,20,20,20,20,0,0,0,0,2000,0.996149604255871,0.875666059624983,"0.9764367816091953","0.11994655004859087",0.883740430777215,0.896504451639012,"0.9846743295019157","0.992517006802721",1.24432289220026,1.09382297524286,"4.895783306118511","0.6014033150068618",1.59712126044075,2.00709951859481,"1.7795319207866043","2.222053000304602",0.00145569742357939,0.0157626847457752,"0.00726422045387559","0.011194189085971725",0.0496623526455571,0.0235012908519646,"0.0042727674624226455","0.001340907497019427",0.00227137144640242,0.024595023299665,"0.18261865030964317","0.2814159778287597",0.162201035640158,0.117794396116997,"0.013955184773480735","0.006720966514354458"
"dislib",41,70,80,50,80,20,20,20,20,0,0,0,0,2000,0.998135730482669,0.694394633725178,"0.9897003745318353","0.297031344183243",0.934731130547457,0.94818522946138,"0.9865168539325843","0.9950120554550935",1.27654135778671,0.888079087346868,"4.537959495075606","1.3619437188846457",2.10654819105175,1.70453046574033,"2.223254608923312","1.788709958354412",0.000388813489089735,0.0281249486908072,"0.005653444557938947","0.026709377080146927",0.0345046550693781,0.0125511685107984,"0.01163432073544435","7.955611686775076E-4",0.000635963071567496,0.0460025931686634,"0.1188575841023011","0.561535891983876",0.175245580505556,0.0405608758968502,"0.0590895137763667","0.0025709684164720824"
"dislib",32,70,80,50,60,20,20,20,20,0,0,0,0,2000,0.998517520215633,0.768939846133439,"0.9879454926624739","0.21647483638004966",0.903837761519703,0.919879957554052,"0.980188679245283","0.9900473933649288",1.25156648081821,0.96380816330424,"4.886325004249525","1.0706728393932199",1.83576371096674,1.8120347925984,"1.9908382719410325","1.9502548222366283",0.000272203246383977,0.0255282093038496,"0.004834430202832411","0.019875313959932854",0.0415514994417782,0.0189235054007046,"0.008105379083406285","0.002555897214072564",0.000427651272197085,0.0401066898750524,"0.11826167499098193","0.48619750854944643",0.171411240538715,0.0734297990899857,"0.03343689403242849","0.009917772365632295"
"dislib",3,70,80,50,0,20,20,20,20,0,0,0,0,2000,0.999247311827957,0.989401311249137,"0.9748128790811718","0",0.896565284178187,0.89093685300207,"0.9763937282229966","0",1.25059172768651,1.23826912573511,"4.850288471525848","0",1.43638207831688,2.37066675668375,"1.564274768776103","0",0.000223736489677971,0.00312695305522418,"0.009765597592970587","0",0.0479359270892932,0.0250994237322828,"0.009371172868228287","0",0.000350446676745034,0.00489786135519622,"0.24176389615054533","0",0.123037429591651,0.177709613655657,"0.02405304522050988","0"
"dislib",30,70,80,50,50,20,20,20,20,0,0,0,0,2000,0.999185999185999,0.795456002050887,"0.984848484848485","0.18957373271889388",0.906774860941528,0.926025443824905,"0.9777777777777777","0.9939836149513569",1.26452999896983,1.00669742998142,"4.693418560606061","0.9034373199884795",1.84172918482018,1.82414054058082,"1.9859415464298953","1.9580086279450921",0.000115788173664676,0.0214594012366331,"0.004839768240783447","0.020389962254881613",0.0406440303972389,0.01902170529755,"0.012086858432036133","9.912933012011362E-4",0.000185451263841129,0.0343702897683889,"0.10991685561496159","0.4630801364161037",0.167667683825609,0.0738108489294989,"0.04986157962732933","0.00384656364690957"
"dislib",33,70,80,50,60,20,20,20,20,0,0,0,0,2000,0.996499741200828,0.788256578947368,"0.9720319634703197","0.2602671837965957",0.901255175983437,0.915311716791979,"0.9781963470319635","0.9913811678517561",1.24096191033232,0.981632357338867,"4.934320294128623","1.3211928158393964",1.90367164723033,1.73825252638478,"2.066190243220574","1.8827146949111278",0.00123223998018807,0.0263174577794909,"0.00933308402876187","0.02802338324607231",0.0450937800339498,0.0198940986570474,"0.007580709074686398","0.0020009810450986837",0.00191098737622849,0.0408137460232037,"0.2405020359600394","0.7221279380319653",0.201189439886996,0.0717483573231057,"0.03382192869025792","0.007216567359770528"
"dislib",52,70,80,50,100,20,20,20,20,0,0,0,0,2000,0.998731510953005,0.67756865530303,"0","0.3466923701298703",0.941618298695625,0.949448728354978,"0","0.9972267316017315",1.23837260969562,0.84014818268317,"0","1.7915722195063482",2.24482789689038,1.63546139855844,"0","1.717760818923813",0.000280438761114728,0.0315264865400703,"0","0.04169193749922918",0.0288726441570143,0.012693136960348,"0","6.044027621408576E-4",0.000431164712827741,0.0484708620929755,"0","1.1133511170897377",0.164097846078379,0.0376622730698843,"0","0.0017933456436380513"
"dislib",9,70,80,50,10,20,20,20,20,0,0,0,0,2000,0.996423462088698,0.94915034562212,"0.9829608938547487","0.04536679536679536",0.883163022004223,0.9024657578085,"0.9906424581005587","0.9932432432432432",1.26899082187059,1.20878634736779,"4.576367300756636","0.21121401691021946",1.53510094278426,2.12501220052473,"1.7219201138439608","2.338763539467766",0.00197700221219287,0.00733964091948374,"0.009271569583761461","0.005661752313538024",0.0587376422387755,0.0226060983855026,"0.002997314071500766","0.0016891891891891878",0.00320653679110703,0.0119043006106371,"0.20096597262159446","0.12272135264190255",0.177463332551164,0.125339224734037,"0.009055748980674601","0.00936568795692165"
"dislib",23,70,80,50,40,20,20,20,20,0,0,0,0,2000,0.998318452380952,0.84514939309057,"0.9754901960784313","0.1467962184873949",0.881960978835979,0.904989106753813,"0.9754901960784313","0.9914653361344539",1.22673586409666,1.03852139420147,"5.238956170703573","0.7883820439940685",1.74103864578864,1.83408447162317,"1.9256703762586183","2.0093404037530664",0.000298199517115607,0.0177655508974969,"0.00842739723147062","0.02069680680914341",0.0468816233384358,0.0239809944823381,"0.00842739723147062","0.0018364734010888316",0.000450267772032086,0.0268251776492224,"0.24307325546158007","0.5969625105567776",0.182692501432738,0.098496126955488,"0.03284063501108416","0.007542869725325351"
"dislib",18,70,80,50,30,20,20,20,20,0,0,0,0,2000,0.998522458628842,0.842871880526626,"0.9827489970347112","0.1552489177489177",0.870580884836204,0.893846204231348,"0.9830542473399617","0.9954455266955267",1.28092580761254,1.08125394170909,"4.457555327290775","0.7041784244562025",1.63523219370564,1.91151976388009,"1.846493509574136","2.128793285843629",0.000503357488896043,0.0181635364322398,"0.005675031612156447","0.018259333284551378",0.0511614199784787,0.0245852819120024,"0.005506791239084137","6.782489530240357E-4",0.000828340338329449,0.0298904660116177,"0.11675528579425852","0.37565846707950196",0.180502488128767,0.112436463598473,"0.01942849750219038","0.00310185231921863"
"dislib",39,70,80,50,70,20,20,20,20,0,0,0,0,2000,0.99900426742532,0.746688688880377,"1","0.22887507229612492",0.929731423152475,0.949805310864292,"0.9914529914529915","0.9966261808367072",1.2497887869721,0.934133297675177,"4.983516483516493","1.1406026954537656",2.05424214567431,1.73509248127678,"2.1906159884235366","1.8206242618708794",0.000174695613292103,0.0240801743001692,"0","0.02745113961233524",0.0347383842146787,0.0130972280210042,"0.008547008547008524","5.955042259599383E-4",0.000273413881720117,0.0376875744263685,"9.627503306218848E-29","0.6817610358334755",0.169589072687399,0.0437074487545803,"0.04172558069427868","0.0019872884855893324"
"dislib",51,70,80,50,100,20,20,20,20,0,0,0,0,2000,0.998272543059777,0.681089743589744,"0","0.3081465919701216",0.930933806146573,0.949404761904762,"0","0.9965886354541817",1.2422036162099,0.847516190175329,"0","1.5692170986041507",2.39382978723407,1.55357142857143,"0","1.6307814034704717",0.00034668786417694,0.0311585648365315,"0","0.030915052038293537",0.0351161987146028,0.0128614011452302,"0","6.79824431110053E-4",0.000536816634926503,0.0482463842926709,"0","0.8017173963939516",0.232196905786356,0.0344387931492111,"0","0.001820356327931068"
"dislib",48,70,80,50,90,20,20,20,20,0,0,0,0,2000,0.998119047619048,0.723556097866215,"0.9428571428571428","0.307654723127036",0.927857142857143,0.942716350666416,"0.9347619047619048","0.9943733519466417",1.23160517230147,0.892814774658451,"4.973433583959899","1.6228336857344245",2.27425854037268,1.59237855487097,"2.291182712215321","1.6796343884941467",0.000597712718850065,0.0298574365858798,"0.03297852474323064","0.03641578503762473",0.0371329669206734,0.017406707535413,"0.04847012138188609","8.793564476098027E-4",0.000910061660389299,0.0454601474209724,"0.9175971972638218","1.0132358116942517",0.223088451223771,0.0496646287563368,"0.2912001169422558","0.0025089702590902208"
"dislib",12,70,80,50,20,20,20,20,20,0,0,0,0,2000,0.999540863177227,0.902366275277234,"0.9737202380952382","0.08142857142857143",0.877146464646465,0.885821917808219,"0.9739806547619049","0.9982142857142857",1.2667245072068,1.14357453254806,"4.616432615995096","0.3860549450549449",1.54608561785634,2.04735590753423,"1.716768570690898","2.3071227678571438",0.000153045607591058,0.0130749047577078,"0.008599676390932552","0.007749079825166782",0.0531886168452052,0.0259819426809252,"0.008852802246159726","2.2321428571428576E-4",0.000245801262038757,0.0209991527432037,"0.1932977136423193","0.1741785789307036",0.165250028361484,0.138792330655451,"0.02750449079196877","0.0011923831612723219"
"dislib",15,70,80,50,20,20,20,20,20,0,0,0,0,2000,0.99706264662989,0.905178742966927,"0.9806469298245616","0.10800264550264552",0.899811362627608,0.905183889117606,"0.9847587719298246","0.9854001322751323",1.25650593737924,1.14071314252094,"4.749356540453512","0.523066003883823",1.55313411501882,2.15187971551328,"1.6997589797954518","2.3425765546645145",0.000534914872888047,0.0131457675127235,"0.010351211930403606","0.016257194844552316",0.0426557901432509,0.0238645296526017,"0.0068388121706908014","0.0020773447452794355",0.000849510733830555,0.0208770987170458,"0.24279257554965025","0.381320200384253",0.127084610859968,0.134869960893014,"0.020374907616010015","0.011740076533484368"
"dislib",43,70,80,50,80,20,20,20,20,0,0,0,0,2000,0.997836912542795,0.709493755426434,"0.9865591397849464","0.284540061758492",0.941553065670712,0.949913177052026,"0.9784946236559141","0.9937875832927028",1.23718292872706,0.879676379194259,"5.099538088747543","1.4707915868361476",2.08413736490443,1.73269451281359,"2.165907882278171","1.812723872109451",0.000511195364319857,0.027779178182848,"0.005736235971561203","0.029642818049500717",0.0267618439803694,0.0153083084273915,"0.01774487337681412","0.0011586273630807516",0.000785842681985908,0.0427039551026023,"0.15326480594596423","0.7920177584346744",0.131123070504811,0.0509334834377667,"0.08694327209267633","0.0038549607154780823"
"dislib",13,70,80,50,20,20,20,20,20,0,0,0,0,2000,0.998434557438795,0.915836752455552,"0.9661954365079366","0.08503401360544219",0.890212200699489,0.908263396742509,"0.9661954365079366","0.9839758125472411",1.23618932654394,1.13392270911219,"5.023665731131039","0.44212841831889454",1.63116191393231,1.99949420875162,"1.770388224525078","2.1661711192988093",0.000378360790578653,0.0146048192122803,"0.011751833391602833","0.011546828792961109",0.0576764549697155,0.0218111955085682,"0.011751833391602833","0.0026735345529234084",0.000580011887700259,0.0223886009643874,"0.31769993823026665","0.31215782865850233",0.193644702135358,0.105705150072134,"0.03945596652665627","0.012956940898943038"
"dislib",28,70,80,50,50,20,20,20,20,0,0,0,0,2000,0.997902015939991,0.791781374007936,"0.9751479289940829","0.1948809523809523",0.930098452883263,0.944321986607143,"0.9700197238658778","0.9930297619047619",1.24754619842668,0.989860554794236,"4.873104110027198","0.9738780566280567",1.95204544765171,1.80377205912872,"2.0358302717684493","1.8968099481011347",0.000582544532706482,0.0205934251999865,"0.01223914796030183","0.01851854225777416",0.0381428495121821,0.0127860080928864,"0.018913954635108515","0.0013521889136726714",0.000910472022313465,0.0321859298912008,"0.30564800062693676","0.46246319057282964",0.168010003150248,0.0466506911818351,"0.08331138387584976","0.004933560730838292"
"dislib",44,70,80,50,80,20,20,20,20,0,0,0,0,2000,0.999185554862411,0.731003269183321,"0.9688492063492065","0.2542207792207794",0.922769806612602,0.939777633851468,"0.9718253968253969","0.9982121212121212",1.24470753583133,0.910626933548008,"4.911714639430515","1.2888072929855685",2.17262748775539,1.63361537116492,"2.288127066264198","1.7351920349628016",0.000115131544602116,0.0252086322011976,"0.015313117549563321","0.022088796312597154",0.0351811166282666,0.0163891520885226,"0.013232772359278394","3.01181523261815E-4",0.000178663844647136,0.0391193496354673,"0.3935659295875543","0.5677091961254718",0.195026401596356,0.0495228805620303,"0.07335582902733383","9.100761603420852E-4"
