"BehaviorSpace results (NetLogo 6.1.1)"
"rum_eth.nlogo"
"experiment"
"11/09/2019 17:53:07:742 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num_alternative","density","similar_wanted_ethnic","beta-ie","similar_wanted_value","circle_blue","fraction_blue","circle_orange","[step]","ticks","mean [count (turtles-on neighbors) with [ethnicity = [ethnicity] of myself] / count (turtles-on neighbors) ] of turtles with [count (turtles-on neighbors) >= 1]"
"82","1","70","1","81","1","50","50","50","0","0","0.49879461043676737"
"48","1","70","1","47","1","50","50","50","20","1000","1"
"83","1","70","1","82","1","50","50","50","0","0","0.49659712857936"
"11","1","70","1","10","1","50","50","50","20","1000","0.994868326118326"
"84","1","70","1","83","1","50","50","50","0","0","0.5048260778458801"
"29","1","70","1","28","1","50","50","50","20","1000","1"
"85","1","70","1","84","1","50","50","50","0","0","0.49389321396133307"
"26","1","70","1","25","1","50","50","50","20","1000","1"
"86","1","70","1","85","1","50","50","50","0","0","0.50222989698954"
"14","1","70","1","13","1","50","50","50","20","1000","0.9977222832052688"
"87","1","70","1","86","1","50","50","50","0","0","0.49726157499010615"
"41","1","70","1","40","1","50","50","50","20","1000","0.9994281497878619"
"88","1","70","1","87","1","50","50","50","0","0","0.5043620150763004"
"37","1","70","1","36","1","50","50","50","20","1000","1"
"89","1","70","1","88","1","50","50","50","0","0","0.48981257163697023"
"4","1","70","1","3","1","50","50","50","20","1000","0.7975974383152586"
"90","1","70","1","89","1","50","50","50","0","0","0.5120404708158653"
"19","1","70","1","18","1","50","50","50","20","1000","0.9991223207686623"
"91","1","70","1","90","1","50","50","50","0","0","0.4984286764899015"
"33","1","70","1","32","1","50","50","50","20","1000","1"
"92","1","70","1","91","1","50","50","50","0","0","0.5115219394530719"
"61","1","70","1","60","1","50","50","50","20","1000","1"
"57","1","70","1","56","1","50","50","50","20","1000","1"
"93","1","70","1","92","1","50","50","50","0","0","0.4939396859661295"
"94","1","70","1","93","1","50","50","50","0","0","0.48333001909004214"
"28","1","70","1","27","1","50","50","50","20","1000","0.9994044346710648"
"95","1","70","1","94","1","50","50","50","0","0","0.4951983692820673"
"18","1","70","1","17","1","50","50","50","20","1000","0.998731884057971"
"96","1","70","1","95","1","50","50","50","0","0","0.5015020950272744"
"10","1","70","1","9","1","50","50","50","20","1000","0.9914327189776289"
"64","1","70","1","63","1","50","50","50","20","1000","0.9996310643792657"
"44","1","70","1","43","1","50","50","50","20","1000","1"
"55","1","70","1","54","1","50","50","50","20","1000","1"
"98","1","70","1","97","1","50","50","50","0","0","0.5061741363211952"
"97","1","70","1","96","1","50","50","50","0","0","0.5141699171136033"
"100","1","70","1","99","1","50","50","50","0","0","0.48968468816871613"
"99","1","70","1","98","1","50","50","50","0","0","0.5091714596611229"
"16","1","70","1","15","1","50","50","50","20","1000","0.9997053406998158"
"101","1","70","1","100","1","50","50","50","0","0","0.5013507581803669"
"40","1","70","1","39","1","50","50","50","20","1000","1"
"46","1","70","1","45","1","50","50","50","20","1000","1"
"25","1","70","1","24","1","50","50","50","20","1000","1"
"39","1","70","1","38","1","50","50","50","20","1000","1"
"22","1","70","1","21","1","50","50","50","20","1000","1"
"45","1","70","1","44","1","50","50","50","20","1000","1"
"51","1","70","1","50","1","50","50","50","20","1000","1"
"27","1","70","1","26","1","50","50","50","20","1000","1"
"58","1","70","1","57","1","50","50","50","20","1000","1"
"24","1","70","1","23","1","50","50","50","20","1000","1"
"35","1","70","1","34","1","50","50","50","20","1000","1"
"31","1","70","1","30","1","50","50","50","20","1000","0.9997824904839586"
"65","1","70","1","64","1","50","50","50","1","50","1"
"3","1","70","1","2","1","50","50","50","20","1000","0.6403626274357977"
"66","1","70","1","65","1","50","50","50","1","50","0.9996318792563962"
"38","1","70","1","37","1","50","50","50","20","1000","0.9993074416078218"
"60","1","70","1","59","1","50","50","50","20","1000","1"
"36","1","70","1","35","1","50","50","50","20","1000","1"
"52","1","70","1","51","1","50","50","50","20","1000","0.999028222552006"
"54","1","70","1","53","1","50","50","50","20","1000","1"
"1","1","70","1","0","1","50","50","50","20","1000","0.49700142225031685"
"67","1","70","1","66","1","50","50","50","1","50","0.998970747562297"
"53","1","70","1","52","1","50","50","50","20","1000","0.999056726515743"
"68","1","70","1","67","1","50","50","50","1","50","1"
"43","1","70","1","42","1","50","50","50","20","1000","0.9997101449275363"
"62","1","70","1","61","1","50","50","50","20","1000","0.9989726655659511"
"30","1","70","1","29","1","50","50","50","20","1000","0.9997101449275363"
"59","1","70","1","58","1","50","50","50","20","1000","1"
"69","1","70","1","68","1","50","50","50","1","50","0.9997245179063361"
"15","1","70","1","14","1","50","50","50","20","1000","0.9977681001633096"
"5","1","70","1","4","1","50","50","50","20","1000","0.9246661091259268"
"70","1","70","1","69","1","50","50","50","1","50","1"
"63","1","70","1","62","1","50","50","50","20","1000","0.9986612021857924"
"71","1","70","1","70","1","50","50","50","1","50","0.9997232982844493"
"72","1","70","1","71","1","50","50","50","1","50","0.9994328576655689"
"74","1","70","1","73","1","50","50","50","1","50","0.9984103144261528"
"73","1","70","1","72","1","50","50","50","1","50","1"
"75","1","70","1","74","1","50","50","50","1","50","0.9997077625570775"
"77","1","70","1","76","1","50","50","50","1","50","0.9982378854625549"
"80","1","70","1","79","1","50","50","50","1","50","0.9995240710232473"
"76","1","70","1","75","1","50","50","50","1","50","0.9997053406998159"
"79","1","70","1","78","1","50","50","50","1","50","0.9991840850751742"
"81","1","70","1","80","1","50","50","50","1","50","0.999751655629139"
"78","1","70","1","77","1","50","50","50","1","50","0.9993659420289854"
"83","1","70","1","82","1","50","50","50","1","50","1"
"84","1","70","1","83","1","50","50","50","1","50","0.9996789579893598"
"86","1","70","1","85","1","50","50","50","1","50","1"
"88","1","70","1","87","1","50","50","50","1","50","0.9997794928335171"
"90","1","70","1","89","1","50","50","50","1","50","1"
"82","1","70","1","81","1","50","50","50","1","50","0.9991380874614408"
"87","1","70","1","86","1","50","50","50","1","50","0.9996768236380424"
"89","1","70","1","88","1","50","50","50","1","50","0.9990882567469"
"85","1","70","1","84","1","50","50","50","1","50","1"
"92","1","70","1","91","1","50","50","50","1","50","1"
"91","1","70","1","90","1","50","50","50","1","50","0.999402463688178"
"93","1","70","1","92","1","50","50","50","1","50","1"
"94","1","70","1","93","1","50","50","50","1","50","0.9996746607176055"
"97","1","70","1","96","1","50","50","50","1","50","0.9982653834700451"
"101","1","70","1","100","1","50","50","50","1","50","1"
"99","1","70","1","98","1","50","50","50","1","50","0.9997279651795431"
"98","1","70","1","97","1","50","50","50","1","50","0.9990320487868173"
"96","1","70","1","95","1","50","50","50","1","50","0.999584947426674"
"95","1","70","1","94","1","50","50","50","1","50","1"
"100","1","70","1","99","1","50","50","50","1","50","1"
"66","1","70","1","65","1","50","50","50","2","100","0.9992637585127921"
"65","1","70","1","64","1","50","50","50","2","100","1"
"68","1","70","1","67","1","50","50","50","2","100","1"
"67","1","70","1","66","1","50","50","50","2","100","0.9992867461177319"
"69","1","70","1","68","1","50","50","50","2","100","1"
"70","1","70","1","69","1","50","50","50","2","100","0.9993016759776536"
"71","1","70","1","70","1","50","50","50","2","100","0.9996777163904235"
"74","1","70","1","73","1","50","50","50","2","100","0.9989714181685782"
"73","1","70","1","72","1","50","50","50","2","100","1"
"75","1","70","1","74","1","50","50","50","2","100","1"
"72","1","70","1","71","1","50","50","50","2","100","0.9994505494505495"
"80","1","70","1","79","1","50","50","50","2","100","0.9987324238147509"
"76","1","70","1","75","1","50","50","50","2","100","1"
"81","1","70","1","80","1","50","50","50","2","100","1"
"79","1","70","1","78","1","50","50","50","2","100","1"
"77","1","70","1","76","1","50","50","50","2","100","1"
"84","1","70","1","83","1","50","50","50","2","100","0.9986156949028236"
"78","1","70","1","77","1","50","50","50","2","100","0.9995108695652174"
"90","1","70","1","89","1","50","50","50","2","100","0.9997460496613996"
"89","1","70","1","88","1","50","50","50","2","100","1"
"88","1","70","1","87","1","50","50","50","2","100","0.9997517926089354"
"86","1","70","1","85","1","50","50","50","2","100","0.9994074251624587"
"83","1","70","1","82","1","50","50","50","2","100","0.9992133999629835"
"87","1","70","1","86","1","50","50","50","2","100","1"
"92","1","70","1","91","1","50","50","50","2","100","1"
"82","1","70","1","81","1","50","50","50","2","100","1"
"101","1","70","1","100","1","50","50","50","2","100","1"
"94","1","70","1","93","1","50","50","50","2","100","0.9989733386390768"
"85","1","70","1","84","1","50","50","50","2","100","0.9997547683923705"
"97","1","70","1","96","1","50","50","50","2","100","1"
"91","1","70","1","90","1","50","50","50","2","100","0.999678072111847"
"96","1","70","1","95","1","50","50","50","2","100","0.9997232982844494"
"93","1","70","1","92","1","50","50","50","2","100","0.9995325422509888"
"99","1","70","1","98","1","50","50","50","2","100","1"
"98","1","70","1","97","1","50","50","50","2","100","0.9985929557007988"
"95","1","70","1","94","1","50","50","50","2","100","1"
"100","1","70","1","99","1","50","50","50","2","100","1"
"66","1","70","1","65","1","50","50","50","3","150","1"
"65","1","70","1","64","1","50","50","50","3","150","1"
"68","1","70","1","67","1","50","50","50","3","150","0.9993950884795955"
"67","1","70","1","66","1","50","50","50","3","150","1"
"70","1","70","1","69","1","50","50","50","3","150","1"
"69","1","70","1","68","1","50","50","50","3","150","1"
"74","1","70","1","73","1","50","50","50","3","150","0.9997087201893318"
"73","1","70","1","72","1","50","50","50","3","150","0.999399149565539"
"71","1","70","1","70","1","50","50","50","3","150","1"
"75","1","70","1","74","1","50","50","50","3","150","0.9993150684931507"
"72","1","70","1","71","1","50","50","50","3","150","0.9991126966703255"
"77","1","70","1","76","1","50","50","50","3","150","0.9992657856093979"
"81","1","70","1","80","1","50","50","50","3","150","0.9993837380426783"
"79","1","70","1","78","1","50","50","50","3","150","0.9994041070773744"
"76","1","70","1","75","1","50","50","50","3","150","0.999723909442297"
"80","1","70","1","79","1","50","50","50","3","150","1"
"84","1","70","1","83","1","50","50","50","3","150","1"
"88","1","70","1","87","1","50","50","50","3","150","1"
"90","1","70","1","89","1","50","50","50","3","150","1"
"78","1","70","1","77","1","50","50","50","3","150","1"
"82","1","70","1","81","1","50","50","50","3","150","0.998611111111111"
"83","1","70","1","82","1","50","50","50","3","150","0.9996761058671108"
"89","1","70","1","88","1","50","50","50","3","150","0.9988570647077213"
"86","1","70","1","85","1","50","50","50","3","150","0.9984611080022383"
"87","1","70","1","86","1","50","50","50","3","150","1"
"92","1","70","1","91","1","50","50","50","3","150","1"
"101","1","70","1","100","1","50","50","50","3","150","0.9994692737430168"
"97","1","70","1","96","1","50","50","50","3","150","0.9995167708925525"
"85","1","70","1","84","1","50","50","50","3","150","0.9993132367450797"
"94","1","70","1","93","1","50","50","50","3","150","1"
"91","1","70","1","90","1","50","50","50","3","150","1"
"95","1","70","1","94","1","50","50","50","3","150","0.9997539639147075"
"96","1","70","1","95","1","50","50","50","3","150","0.9995757240361556"
"93","1","70","1","92","1","50","50","50","3","150","1"
"99","1","70","1","98","1","50","50","50","3","150","1"
"98","1","70","1","97","1","50","50","50","3","150","1"
"100","1","70","1","99","1","50","50","50","3","150","1"
"66","1","70","1","65","1","50","50","50","4","200","1"
"65","1","70","1","64","1","50","50","50","4","200","0.9984055425448867"
"68","1","70","1","67","1","50","50","50","4","200","0.9997562296858071"
"70","1","70","1","69","1","50","50","50","4","200","0.9987502994490138"
"67","1","70","1","66","1","50","50","50","4","200","0.9996840014445648"
"69","1","70","1","68","1","50","50","50","4","200","1"
"73","1","70","1","72","1","50","50","50","4","200","1"
"71","1","70","1","70","1","50","50","50","4","200","1"
"75","1","70","1","74","1","50","50","50","4","200","0.9997077625570776"
"74","1","70","1","73","1","50","50","50","4","200","1"
"72","1","70","1","71","1","50","50","50","4","200","0.9986088229910305"
"77","1","70","1","76","1","50","50","50","4","200","0.998768834987137"
"79","1","70","1","78","1","50","50","50","4","200","0.9994499449944995"
"81","1","70","1","80","1","50","50","50","4","200","0.9996320824135393"
"76","1","70","1","75","1","50","50","50","4","200","0.998820698903526"
"84","1","70","1","83","1","50","50","50","4","200","0.999064906490649"
"82","1","70","1","81","1","50","50","50","4","200","1"
"80","1","70","1","79","1","50","50","50","4","200","1"
"90","1","70","1","89","1","50","50","50","4","200","0.9988982048801461"
"88","1","70","1","87","1","50","50","50","4","200","0.9995865490628445"
"78","1","70","1","77","1","50","50","50","4","200","1"
"83","1","70","1","82","1","50","50","50","4","200","1"
"89","1","70","1","88","1","50","50","50","4","200","0.999708242159008"
"86","1","70","1","85","1","50","50","50","4","200","1"
"92","1","70","1","91","1","50","50","50","4","200","0.9997720797720797"
"87","1","70","1","86","1","50","50","50","4","200","1"
"101","1","70","1","100","1","50","50","50","4","200","0.9995341904229551"
"97","1","70","1","96","1","50","50","50","4","200","0.9980544720732434"
"94","1","70","1","93","1","50","50","50","4","200","1"
"85","1","70","1","84","1","50","50","50","4","200","1"
"95","1","70","1","94","1","50","50","50","4","200","1"
"91","1","70","1","90","1","50","50","50","4","200","1"
"96","1","70","1","95","1","50","50","50","4","200","1"
"93","1","70","1","92","1","50","50","50","4","200","0.9991365353480841"
"98","1","70","1","97","1","50","50","50","4","200","1"
"99","1","70","1","98","1","50","50","50","4","200","0.9997550353837779"
"100","1","70","1","99","1","50","50","50","4","200","1"
"66","1","70","1","65","1","50","50","50","5","250","1"
"68","1","70","1","67","1","50","50","50","5","250","1"
"65","1","70","1","64","1","50","50","50","5","250","0.9995901639344262"
"70","1","70","1","69","1","50","50","50","5","250","1"
"67","1","70","1","66","1","50","50","50","5","250","0.9991048857246041"
"69","1","70","1","68","1","50","50","50","5","250","1"
"73","1","70","1","72","1","50","50","50","5","250","1"
"75","1","70","1","74","1","50","50","50","5","250","0.998958904109589"
"77","1","70","1","76","1","50","50","50","5","250","1"
"71","1","70","1","70","1","50","50","50","5","250","0.998944356748224"
"74","1","70","1","73","1","50","50","50","5","250","1"
"72","1","70","1","71","1","50","50","50","5","250","1"
"81","1","70","1","80","1","50","50","50","5","250","1"
"79","1","70","1","78","1","50","50","50","5","250","1"
"76","1","70","1","75","1","50","50","50","5","250","1"
"80","1","70","1","79","1","50","50","50","5","250","1"
"84","1","70","1","83","1","50","50","50","5","250","1"
"82","1","70","1","81","1","50","50","50","5","250","1"
"90","1","70","1","89","1","50","50","50","5","250","0.998940603909548"
"89","1","70","1","88","1","50","50","50","5","250","1"
"83","1","70","1","82","1","50","50","50","5","250","0.9983712752174716"
"97","1","70","1","96","1","50","50","50","5","250","1"
"87","1","70","1","86","1","50","50","50","5","250","0.9997506925207756"
"86","1","70","1","85","1","50","50","50","5","250","0.9991149618036146"
"92","1","70","1","91","1","50","50","50","5","250","0.9988088462476624"
"78","1","70","1","77","1","50","50","50","5","250","1"
"88","1","70","1","87","1","50","50","50","5","250","0.9992649761117237"
"101","1","70","1","100","1","50","50","50","5","250","0.9983522107893968"
"94","1","70","1","93","1","50","50","50","5","250","1"
"91","1","70","1","90","1","50","50","50","5","250","1"
"85","1","70","1","84","1","50","50","50","5","250","1"
"95","1","70","1","94","1","50","50","50","5","250","1"
"96","1","70","1","95","1","50","50","50","5","250","0.9989426778463324"
"93","1","70","1","92","1","50","50","50","5","250","1"
"99","1","70","1","98","1","50","50","50","5","250","1"
"98","1","70","1","97","1","50","50","50","5","250","1"
"100","1","70","1","99","1","50","50","50","5","250","0.9991513181654026"
"66","1","70","1","65","1","50","50","50","6","300","1"
"65","1","70","1","64","1","50","50","50","6","300","1"
"70","1","70","1","69","1","50","50","50","6","300","1"
"68","1","70","1","67","1","50","50","50","6","300","1"
"67","1","70","1","66","1","50","50","50","6","300","1"
"69","1","70","1","68","1","50","50","50","6","300","1"
"73","1","70","1","72","1","50","50","50","6","300","1"
"75","1","70","1","74","1","50","50","50","6","300","1"
"71","1","70","1","70","1","50","50","50","6","300","1"
"74","1","70","1","73","1","50","50","50","6","300","0.9970130815843541"
"77","1","70","1","76","1","50","50","50","6","300","1"
"81","1","70","1","80","1","50","50","50","6","300","1"
"76","1","70","1","75","1","50","50","50","6","300","0.9996134732192159"
"80","1","70","1","79","1","50","50","50","6","300","1"
"72","1","70","1","71","1","50","50","50","6","300","1"
"84","1","70","1","83","1","50","50","50","6","300","1"
"97","1","70","1","96","1","50","50","50","6","300","1"
"89","1","70","1","88","1","50","50","50","6","300","1"
"82","1","70","1","81","1","50","50","50","6","300","1"
"90","1","70","1","89","1","50","50","50","6","300","0.9997460496613996"
"83","1","70","1","82","1","50","50","50","6","300","0.9991428571428571"
"79","1","70","1","78","1","50","50","50","6","300","0.9988494463205843"
"87","1","70","1","86","1","50","50","50","6","300","0.9993628808864266"
"86","1","70","1","85","1","50","50","50","6","300","1"
"78","1","70","1","77","1","50","50","50","6","300","0.9996827986224397"
"101","1","70","1","100","1","50","50","50","6","300","1"
"92","1","70","1","91","1","50","50","50","6","300","1"
"88","1","70","1","87","1","50","50","50","6","300","0.9997243660418964"
"85","1","70","1","84","1","50","50","50","6","300","1"
"94","1","70","1","93","1","50","50","50","6","300","1"
"95","1","70","1","94","1","50","50","50","6","300","1"
"91","1","70","1","90","1","50","50","50","6","300","1"
"96","1","70","1","95","1","50","50","50","6","300","1"
"98","1","70","1","97","1","50","50","50","6","300","1"
"66","1","70","1","65","1","50","50","50","7","350","1"
"70","1","70","1","69","1","50","50","50","7","350","1"
"100","1","70","1","99","1","50","50","50","6","300","0.9988843316308105"
"93","1","70","1","92","1","50","50","50","6","300","1"
"99","1","70","1","98","1","50","50","50","6","300","0.9995466086325717"
"65","1","70","1","64","1","50","50","50","7","350","1"
"68","1","70","1","67","1","50","50","50","7","350","0.9994853737811484"
"67","1","70","1","66","1","50","50","50","7","350","0.9996386630532972"
"73","1","70","1","72","1","50","50","50","7","350","0.9990708478513357"
"69","1","70","1","68","1","50","50","50","7","350","0.9987727928637019"
"75","1","70","1","74","1","50","50","50","7","350","1"
"71","1","70","1","70","1","50","50","50","7","350","1"
"74","1","70","1","73","1","50","50","50","7","350","1"
"76","1","70","1","75","1","50","50","50","7","350","1"
"80","1","70","1","79","1","50","50","50","7","350","1"
"81","1","70","1","80","1","50","50","50","7","350","1"
"84","1","70","1","83","1","50","50","50","7","350","1"
"77","1","70","1","76","1","50","50","50","7","350","1"
"89","1","70","1","88","1","50","50","50","7","350","1"
"97","1","70","1","96","1","50","50","50","7","350","1"
"86","1","70","1","85","1","50","50","50","7","350","1"
"90","1","70","1","89","1","50","50","50","7","350","1"
"82","1","70","1","81","1","50","50","50","7","350","1"
"79","1","70","1","78","1","50","50","50","7","350","1"
"87","1","70","1","86","1","50","50","50","7","350","0.9990616091225847"
"72","1","70","1","71","1","50","50","50","7","350","1"
"83","1","70","1","82","1","50","50","50","7","350","0.9996298352766981"
"101","1","70","1","100","1","50","50","50","7","350","1"
"88","1","70","1","87","1","50","50","50","7","350","1"
"92","1","70","1","91","1","50","50","50","7","350","1"
"78","1","70","1","77","1","50","50","50","7","350","0.9996829710144928"
"85","1","70","1","84","1","50","50","50","7","350","0.9997547683923705"
"94","1","70","1","93","1","50","50","50","7","350","1"
"95","1","70","1","94","1","50","50","50","7","350","1"
"96","1","70","1","95","1","50","50","50","7","350","1"
"91","1","70","1","90","1","50","50","50","7","350","1"
"70","1","70","1","69","1","50","50","50","8","400","0.9995530726256984"
"66","1","70","1","65","1","50","50","50","8","400","0.9993738489871086"
"98","1","70","1","97","1","50","50","50","7","350","1"
"100","1","70","1","99","1","50","50","50","7","350","1"
"93","1","70","1","92","1","50","50","50","7","350","1"
"68","1","70","1","67","1","50","50","50","8","400","1"
"99","1","70","1","98","1","50","50","50","7","350","1"
"65","1","70","1","64","1","50","50","50","8","400","0.9979859484777518"
"67","1","70","1","66","1","50","50","50","8","400","1"
"73","1","70","1","72","1","50","50","50","8","400","0.9978526554746068"
"69","1","70","1","68","1","50","50","50","8","400","1"
"71","1","70","1","70","1","50","50","50","8","400","0.9991708126036484"
"75","1","70","1","74","1","50","50","50","8","400","0.9988512720156556"
"74","1","70","1","73","1","50","50","50","8","400","1"
"80","1","70","1","79","1","50","50","50","8","400","0.9980084679316293"
"81","1","70","1","80","1","50","50","50","8","400","1"
"76","1","70","1","75","1","50","50","50","8","400","0.9982606294864715"
"84","1","70","1","83","1","50","50","50","8","400","1"
"90","1","70","1","89","1","50","50","50","8","400","1"
"97","1","70","1","96","1","50","50","50","8","400","0.9988914155770324"
"79","1","70","1","78","1","50","50","50","8","400","0.999087323426894"
"77","1","70","1","76","1","50","50","50","8","400","1"
"86","1","70","1","85","1","50","50","50","8","400","1"
"89","1","70","1","88","1","50","50","50","8","400","1"
"82","1","70","1","81","1","50","50","50","8","400","1"
"87","1","70","1","86","1","50","50","50","8","400","1"
"101","1","70","1","100","1","50","50","50","8","400","0.9978955624684267"
"88","1","70","1","87","1","50","50","50","8","400","1"
"92","1","70","1","91","1","50","50","50","8","400","0.9990608992601024"
"78","1","70","1","77","1","50","50","50","8","400","1"
"83","1","70","1","82","1","50","50","50","8","400","1"
"72","1","70","1","71","1","50","50","50","8","400","1"
"85","1","70","1","84","1","50","50","50","8","400","1"
"95","1","70","1","94","1","50","50","50","8","400","1"
"94","1","70","1","93","1","50","50","50","8","400","1"
"96","1","70","1","95","1","50","50","50","8","400","1"
"66","1","70","1","65","1","50","50","50","9","450","1"
"70","1","70","1","69","1","50","50","50","9","450","1"
"91","1","70","1","90","1","50","50","50","8","400","0.9993837380426783"
"100","1","70","1","99","1","50","50","50","8","400","0.9992961559285328"
"98","1","70","1","97","1","50","50","50","8","400","1"
"93","1","70","1","92","1","50","50","50","8","400","1"
"99","1","70","1","98","1","50","50","50","8","400","1"
"68","1","70","1","67","1","50","50","50","9","450","0.9994131455399061"
"67","1","70","1","66","1","50","50","50","9","450","0.9989108272035101"
"65","1","70","1","64","1","50","50","50","9","450","1"
"69","1","70","1","68","1","50","50","50","9","450","0.9996141124586548"
"73","1","70","1","72","1","50","50","50","9","450","1"
"71","1","70","1","70","1","50","50","50","9","450","1"
"80","1","70","1","79","1","50","50","50","9","450","0.9993135639758375"
"75","1","70","1","74","1","50","50","50","9","450","1"
"76","1","70","1","75","1","50","50","50","9","450","1"
"81","1","70","1","80","1","50","50","50","9","450","1"
"74","1","70","1","73","1","50","50","50","9","450","0.9987802657928271"
"84","1","70","1","83","1","50","50","50","9","450","1"
"97","1","70","1","96","1","50","50","50","9","450","0.9997155858930603"
"90","1","70","1","89","1","50","50","50","9","450","0.9989936042136944"
"89","1","70","1","88","1","50","50","50","9","450","1"
"86","1","70","1","85","1","50","50","50","9","450","1"
"79","1","70","1","78","1","50","50","50","9","450","1"
"77","1","70","1","76","1","50","50","50","9","450","1"
"82","1","70","1","81","1","50","50","50","9","450","1"
"87","1","70","1","86","1","50","50","50","9","450","1"
"101","1","70","1","100","1","50","50","50","9","450","1"
"88","1","70","1","87","1","50","50","50","9","450","1"
"92","1","70","1","91","1","50","50","50","9","450","1"
"83","1","70","1","82","1","50","50","50","9","450","0.9996761058671109"
"78","1","70","1","77","1","50","50","50","9","450","0.9997554347826086"
"72","1","70","1","71","1","50","50","50","9","450","1"
"95","1","70","1","94","1","50","50","50","9","450","0.9991798797156917"
"85","1","70","1","84","1","50","50","50","9","450","0.9997547683923705"
"96","1","70","1","95","1","50","50","50","9","450","1"
"94","1","70","1","93","1","50","50","50","9","450","0.9996752041573869"
"91","1","70","1","90","1","50","50","50","9","450","1"
"66","1","70","1","65","1","50","50","50","10","500","0.9995490520890852"
"70","1","70","1","69","1","50","50","50","10","500","0.9990502793296089"
"98","1","70","1","97","1","50","50","50","9","450","1"
"100","1","70","1","99","1","50","50","50","9","450","0.9997112434578596"
"93","1","70","1","92","1","50","50","50","9","450","1"
"68","1","70","1","67","1","50","50","50","10","500","0.9993860599494402"
"65","1","70","1","64","1","50","50","50","10","500","0.9996355020958629"
"73","1","70","1","72","1","50","50","50","10","500","1"
"80","1","70","1","79","1","50","50","50","10","500","1"
"99","1","70","1","98","1","50","50","50","9","450","1"
"67","1","70","1","66","1","50","50","50","10","500","0.9988437032451116"
"69","1","70","1","68","1","50","50","50","10","500","0.9996786042240586"
"71","1","70","1","70","1","50","50","50","10","500","0.9994290976058932"
"76","1","70","1","75","1","50","50","50","10","500","1"
"81","1","70","1","80","1","50","50","50","10","500","0.9966703458425311"
"97","1","70","1","96","1","50","50","50","10","500","1"
"74","1","70","1","73","1","50","50","50","10","500","0.9987691907364039"
"75","1","70","1","74","1","50","50","50","10","500","1"
"90","1","70","1","89","1","50","50","50","10","500","0.9987012987012989"
"86","1","70","1","85","1","50","50","50","10","500","1"
"84","1","70","1","83","1","50","50","50","10","500","1"
"89","1","70","1","88","1","50","50","50","10","500","1"
"87","1","70","1","86","1","50","50","50","10","500","1"
"82","1","70","1","81","1","50","50","50","10","500","1"
"101","1","70","1","100","1","50","50","50","10","500","1"
"92","1","70","1","91","1","50","50","50","10","500","0.9995728929384966"
"77","1","70","1","76","1","50","50","50","10","500","1"
"79","1","70","1","78","1","50","50","50","10","500","1"
"88","1","70","1","87","1","50","50","50","10","500","1"
"72","1","70","1","71","1","50","50","50","10","500","1"
"83","1","70","1","82","1","50","50","50","10","500","1"
"95","1","70","1","94","1","50","50","50","10","500","0.998933843630399"
"78","1","70","1","77","1","50","50","50","10","500","1"
"85","1","70","1","84","1","50","50","50","10","500","1"
"96","1","70","1","95","1","50","50","50","10","500","1"
"94","1","70","1","93","1","50","50","50","10","500","1"
"91","1","70","1","90","1","50","50","50","10","500","1"
"66","1","70","1","65","1","50","50","50","11","550","0.9983775811209439"
"70","1","70","1","69","1","50","50","50","11","550","0.9992737430167598"
"98","1","70","1","97","1","50","50","50","10","500","1"
"100","1","70","1","99","1","50","50","50","10","500","1"
"93","1","70","1","92","1","50","50","50","10","500","0.9988557808444478"
"68","1","70","1","67","1","50","50","50","11","550","1"
"80","1","70","1","79","1","50","50","50","11","550","1"
"65","1","70","1","64","1","50","50","50","11","550","1"
"99","1","70","1","98","1","50","50","50","10","500","0.9988755894087777"
"73","1","70","1","72","1","50","50","50","11","550","1"
"81","1","70","1","80","1","50","50","50","11","550","1"
"71","1","70","1","70","1","50","50","50","11","550","0.998777277632999"
"67","1","70","1","66","1","50","50","50","11","550","1"
"69","1","70","1","68","1","50","50","50","11","550","1"
"76","1","70","1","75","1","50","50","50","11","550","1"
"75","1","70","1","74","1","50","50","50","11","550","0.999634703196347"
"97","1","70","1","96","1","50","50","50","11","550","0.9992835473210899"
"90","1","70","1","89","1","50","50","50","11","550","1"
"74","1","70","1","73","1","50","50","50","11","550","1"
"84","1","70","1","83","1","50","50","50","11","550","1"
"86","1","70","1","85","1","50","50","50","11","550","1"
"87","1","70","1","86","1","50","50","50","11","550","0.9981598733676297"
"82","1","70","1","81","1","50","50","50","11","550","1"
"89","1","70","1","88","1","50","50","50","11","550","1"
"88","1","70","1","87","1","50","50","50","11","550","1"
"77","1","70","1","76","1","50","50","50","11","550","0.9995870044052864"
"101","1","70","1","100","1","50","50","50","11","550","1"
"92","1","70","1","91","1","50","50","50","11","550","1"
"96","1","70","1","95","1","50","50","50","11","550","1"
"72","1","70","1","71","1","50","50","50","11","550","1"
"79","1","70","1","78","1","50","50","50","11","550","1"
"95","1","70","1","94","1","50","50","50","11","550","1"
"78","1","70","1","77","1","50","50","50","11","550","0.9983272482456821"
"83","1","70","1","82","1","50","50","50","11","550","1"
"94","1","70","1","93","1","50","50","50","11","550","0.999702878365831"
"91","1","70","1","90","1","50","50","50","11","550","0.9985751057179628"
"85","1","70","1","84","1","50","50","50","11","550","1"
"66","1","70","1","65","1","50","50","50","12","600","1"
"70","1","70","1","69","1","50","50","50","12","600","1"
"98","1","70","1","97","1","50","50","50","11","550","1"
"100","1","70","1","99","1","50","50","50","11","550","1"
