"run","circle_orange","density","circle_blue","fraction_blue","dominant","step","et_sq_bl","et_cl_bl","et_sq_or","et_cl_or","vl_sq_bl","vl_cl_bl","vl_sq_or","vl_cl_or","de_sq_bl","de_cl_bl","de_sq_or","de_cl_or","dv_sq_bl","dv_cl_bl","dv_sq_or","dv_cl_or","et_sq_bl_v","et_cl_bl_v","et_sq_or_v","et_cl_or_v","vl_sq_bl_v","vl_cl_bl_v","vl_sq_or_v","vl_cl_or_v","de_sq_bl_v","de_cl_bl_v","de_sq_or_v","de_cl_or_v","dv_sq_bl_v","dv_cl_bl_v","dv_sq_or_v","dv_cl_or_v"
1,50,70,50,80,0,2000,0.81006307158625,0.810677241193507,0.194196428571429,0.18599012775842,0.505020498265531,0.480612244897959,0.524594155844156,0.499375725900116,0.998449832420258,0.999206832168738,1.02924107142857,0.985747677119629,0.977494025643914,0.994332107125288,1.01537988059202,1.0331516166154,0.0291601501756217,0.0282887834503599,0.0320234309199871,0.0293691067004885,0.0430516428935304,0.0436210283047525,0.0530094553405778,0.0360652631919145,0.0443000875301903,0.0429763075781832,0.899538174542435,0.824978207216724,0.161287214134511,0.186710680803313,0.198592824803776,0.15436980982815
5,50,70,50,80,0,2000,0.810893546607831,0.811671732522797,0.203316818056702,0.198822899946495,0.526765030336459,0.486795001688619,0.514911918524635,0.470044141252007,1.00294728133074,1.00390977443609,1.06176560540722,1.03829736638726,1.01637926379656,1.01052688346007,0.993508996479638,0.975754145996522,0.0279045423472299,0.0317004286069281,0.0245837377945308,0.0353959604642128,0.0442825182330824,0.0499117792382776,0.0525830163752108,0.045830020652223,0.0426877659591627,0.0484946307428699,0.6704379850385,0.96530465019069,0.164858001001255,0.21508324220698,0.195759665712898,0.197493849803161
53,50,70,50,80,2,2000,0.836567188519243,0.841368199701533,0.332092466616276,0.35959145021645,0.64495107632094,0.628278049111382,0.640558075081885,0.635639880952381,1.0497983503974,1.05582308300534,1.63498674660123,1.7703721535314,1.26112849200079,1.28589482261179,1.25253847760843,1.30096226204035,0.0315071322477979,0.0310309451727605,0.0691178901717541,0.0636157550357806,0.0646405972815619,0.0685269714428383,0.0817709849005833,0.0750632030490769,0.0496156852834937,0.0488658122748909,1.67533205482184,1.5419671135548,0.247155621094268,0.287057343161821,0.312654266985839,0.314437413222879
23,50,70,50,80,1,2000,0.820584415584416,0.822191616008105,0.272554855275444,0.249242424242424,0.574505494505495,0.566500443262412,0.577725256769374,0.567764378478664,1.02083609982382,1.02283551412051,1.38942070077565,1.27057939732521,1.14088414306042,1.14112948008157,1.14727812144081,1.14367548644985,0.0313577563781647,0.034469515057985,0.0420571557509156,0.0422162905566266,0.0569205214442309,0.0622391013401174,0.063753532166835,0.0570020328958904,0.0485300223815206,0.0533458553944572,1.0929482098943,1.09708367977876,0.224472728121701,0.252541441775127,0.251419504420835,0.231291507455661
7,50,70,50,80,0,2000,0.803110758866654,0.804997723132971,0.220584163898117,0.20820322664585,0.500270787926821,0.515518475149623,0.506353820598007,0.504085349986989,0.999328459759751,1.00167645108356,1.12342582627548,1.06037023598788,1.01286627611612,1.01864197056888,1.02518220340559,0.996050615056258,0.0282326684883,0.035426620798169,0.037877128876393,0.0379661126545536,0.0530539113604164,0.0492424936573521,0.0564117506220948,0.0475787335240748,0.0437136984757727,0.0548523643887392,0.982465249017272,0.984773329707716,0.217476002735293,0.192262551627993,0.231240293467724,0.185766561178227
19,50,70,50,80,0,2000,0.787934981684981,0.783005222290936,0.209024390243902,0.205026455026455,0.534487833594977,0.502829313543599,0.531875725900116,0.499107142857143,1.00126477630434,0.995000307088417,0.981057332910992,0.962292998007284,1.03517632937419,1.0396024823493,1.03011729550001,1.03190687316116,0.0301894001216682,0.0311287248622586,0.0294337451782881,0.0279016955426905,0.0479698262498263,0.0512616710848691,0.0384911859052565,0.05540241317663,0.0487496605273952,0.0502664764311302,0.648396066855526,0.614646540523356,0.179937284896672,0.219122109148865,0.144382417567543,0.23682204208874
55,50,70,50,80,2,2000,0.83391635246474,0.831174307272841,0.370935109795213,0.353823024054983,0.614976958525346,0.638761017056623,0.623581297804095,0.661788168875797,1.05912614199988,1.05564357239119,1.74444935355889,1.66397391157641,1.27915207373272,1.23020640322017,1.29704909943252,1.27455499190894,0.0337097065060229,0.0338659748704927,0.0628409837326554,0.0604562341758277,0.0727318270794338,0.0650380330936929,0.0688563656428316,0.0705057477939273,0.0543757633133414,0.0546278334877955,1.38983684551575,1.33709399197438,0.314666976676462,0.241238465686346,0.297900180317147,0.261519262050452
35,50,70,50,80,1,2000,0.825963718820861,0.831931964056482,0.231122448979592,0.230542415641753,0.548890263175978,0.566859221223791,0.535279667422525,0.566256701356039,1.01674338213547,1.02409016227605,1.23174669867947,1.22865546218487,1.1276521053003,1.1044611923199,1.09969020109933,1.10328725038402,0.0298756743269839,0.0295141103148254,0.0446405740614381,0.0458581452448529,0.0590138590131342,0.0554137549986187,0.0661282823244124,0.0633024574141651,0.0452708327398834,0.0447229520882187,1.26790969724203,1.30249192076831,0.249076773447817,0.210362377144392,0.279104255685858,0.240309566118689
33,50,70,50,80,1,2000,0.841621596419245,0.844945614367924,0.247546296296296,0.235395707578806,0.579087405197065,0.553743755138177,0.569556878306878,0.528931924882629,1.02002986109799,1.02405850957956,1.41531904186795,1.34584937159187,1.12695551053678,1.13904162369763,1.10840825894605,1.0880041047027,0.0264181522647741,0.0283903987485992,0.0469156431530817,0.0479007236031295,0.0594698733279211,0.0603843062901413,0.0627878334941467,0.0587688359273054,0.0388056058527928,0.0417026373684272,1.53360497223795,1.56580583691156,0.225227967477094,0.255496872141765,0.237793950597458,0.248661526170261
60,50,70,50,80,2,2000,0.837083414539076,0.841872970779222,0.359602302459445,0.320271535580524,0.623902098356396,0.620659158549783,0.671709837781266,0.621976993044409,1.04679115930877,1.05278060437735,1.7950148264434,1.59868874843945,1.22530280955895,1.26454025840585,1.31919407485567,1.26722523412789,0.0342960560103417,0.036197485464696,0.069974342660384,0.0585247708369409,0.0633440217671797,0.0643013722578601,0.0609912244323184,0.0751732886281748,0.0536323464096066,0.0566058114383152,1.74353223061725,1.45824627090731,0.244320326300302,0.26691883783947,0.235245496560498,0.312048812220345
61,50,70,50,80,3,2000,0.88649247577819,0.888195104939446,0.480654761904762,0.565792031098153,0.756577681577682,0.775103037220215,0.745677437641723,0.805527210884354,1.10980269112992,1.11193421787921,2.38874852825746,2.81186204466088,1.58960397906392,1.47907320077149,1.56670207281519,1.53712945621286,0.0280391444888393,0.0351032987812671,0.104662388658058,0.109431756236421,0.0695798164807079,0.0719908302610881,0.0775817507760637,0.0693942453049596,0.0439446690513676,0.0550160454491777,2.58502655399492,2.70282380660789,0.307152539070931,0.262142623381709,0.342476208499966,0.252687591542731
51,50,70,50,80,2,2000,0.841409800434697,0.837692176870748,0.336138551165147,0.362540128410915,0.652922676677864,0.639517006802721,0.646890830800405,0.660139111824505,1.05782300279528,1.05314919495557,1.6430378908045,1.77208822329816,1.28219392818518,1.30307052980645,1.27034873359158,1.34508983035768,0.0310385187990514,0.0330954586049627,0.0638090624305815,0.0694530783414109,0.0681656390527409,0.0679036167174822,0.0766851032401999,0.0800456753513313,0.0490582293133533,0.0523093453004099,1.52454719683618,1.65939588929448,0.262875092046975,0.281919136057115,0.295729693919576,0.332329980802713
63,50,70,50,80,3,2000,0.883751997443273,0.881661958568739,0.465975643130816,0.527542372881356,0.797724512623841,0.786504573580845,0.773152709359606,0.78848533763788,1.0972392315125,1.09464430368754,2.39492894646151,2.71135738084891,1.56593582238673,1.60322514207892,1.51770129236641,1.6072627673432,0.0254668753284071,0.0270369484394125,0.108105251903543,0.119802913910813,0.0581571128228781,0.0693098453318099,0.0683945204219485,0.0772692888253573,0.0392570354421443,0.0416772937176753,2.85565426805725,3.16465385733861,0.224101561029436,0.287992683590753,0.263550201315851,0.321065351414808
28,50,70,50,80,1,2000,0.804536635096027,0.812289725672877,0.260401002506266,0.297935726014544,0.549727045514339,0.562893051242237,0.54921679197995,0.575944170771757,1.0211002635842,1.03094031621358,1.2277940398069,1.40477073868944,1.11449038877251,1.11079959952275,1.11345592509721,1.1365543646859,0.0334939238825353,0.031885366124538,0.0436522696890879,0.0559043608379637,0.0523555596704853,0.0590717829191166,0.0535004376414076,0.0678309121816474,0.0539524481555587,0.0513613624007832,0.970448666387475,1.24282913137981,0.215189587793831,0.230038079479931,0.219895216387768,0.264147990742099
37,50,70,50,80,1,2000,0.829046010296011,0.825890030367642,0.238133640552995,0.241738816738817,0.576180823680824,0.562339277637785,0.565969022017409,0.583109668109668,1.02606371484165,1.02215773562089,1.24019457245264,1.25897024785914,1.13742823508483,1.13964101942558,1.11726930048361,1.18173444933977,0.0300244696183646,0.0302197502633141,0.0411850355951739,0.0434691578343581,0.0577167618482862,0.0495023792902607,0.0630465398331183,0.0544583158405023,0.0459903523103353,0.0462894758510594,1.11706281592084,1.17901512416917,0.224922222807453,0.203313108832142,0.245692367788381,0.223667824739762
32,50,70,50,80,1,2000,0.823863086598936,0.816515495086924,0.217548500881834,0.237010582010582,0.529186536733707,0.566332829428068,0.517813051146384,0.591593915343915,1.01885351955176,1.00976691330127,1.13672272244397,1.23841494167518,1.11122954305891,1.08123586131192,1.08734655981033,1.12946402427305,0.028405318921273,0.0326202298537412,0.0364786333212834,0.042255369476572,0.0605492811207497,0.0531937434305398,0.0550223744892482,0.0655760644910768,0.0434423270211355,0.049888497880922,0.995945220841913,1.15366255403399,0.266992447267109,0.193891138944863,0.242621516678872,0.239024686207682
45,50,70,50,80,2,2000,0.847382933756028,0.845250610099493,0.327041805094131,0.344907053730583,0.616285251964863,0.62886239909893,0.662645348837209,0.696091163738222,1.05265315859976,1.05000430040025,1.67711410356071,1.76872948723678,1.27052760231502,1.22124016533874,1.36610312117503,1.35179729160556,0.0328139499834713,0.0307193018183484,0.0582526342368626,0.0610558507371669,0.0644537528940919,0.0653136534393362,0.0699307000640368,0.0695906326851366,0.0506371998001789,0.0474048209581976,1.5319135203711,1.6056318219312,0.273938371059015,0.246317279819082,0.297216239588661,0.262447045008938
17,50,70,50,80,0,2000,0.801522850751039,0.816528049575995,0.180850522026992,0.194591416813639,0.513573026526046,0.490009784735812,0.539177489177489,0.482716049382716,0.991171308318577,1.00972688978076,0.945190120851675,1.0170049979028,1.00510429225698,1.00199310241942,1.05521431358341,0.987078558379005,0.0326941646694281,0.0270560367204238,0.0243251578083172,0.0294932835235671,0.0516990744524939,0.0500029354633536,0.053752205509118,0.0473286154811592,0.0499960706441758,0.0413742188217033,0.664438027803416,0.805604604593586,0.19801614959483,0.209081429115966,0.205879986825028,0.197899072748101
38,50,70,50,80,1,2000,0.809340915137004,0.811729936729937,0.239518633540373,0.250324074074074,0.553476656025539,0.545764235764236,0.560668995859213,0.562480158730158,1.01521100116766,1.0182077123901,1.18114271210156,1.23442778286528,1.10387844173983,1.09457743373944,1.11822316396365,1.12810266471579,0.0312573916174274,0.0333817288431632,0.0334250040001746,0.0355971197784928,0.0542055057289745,0.0572318616757389,0.049331690997358,0.0644958365795108,0.0491815681742849,0.0525240811187894,0.812826036360814,0.865647339197398,0.215619129131356,0.230208157193313,0.196232026772547,0.259426606978681
62,50,70,50,80,3,2000,0.86777493201796,0.900171995143666,0.509418948926721,0.507297830374754,0.747340795547966,0.743836840685283,0.828849000740193,0.738130459284305,1.08308303715196,1.12351830236917,2.56257432595458,2.55190427931609,1.43859153138778,1.54803072787188,1.59549051833815,1.53615493297911,0.0343145723441768,0.0272312870158412,0.0893883124187356,0.10312755723004,0.0729554273698218,0.067318712444863,0.0511203859287311,0.0796050376922631,0.0534549464155303,0.0424206652980401,2.26195254190452,2.60962125701793,0.270330610169951,0.291567817840816,0.189422577845848,0.344781804139219
8,50,70,50,80,0,2000,0.789871529086568,0.804694360013509,0.182485766045549,0.191991933385376,0.509225405201659,0.482406281661601,0.532647515527951,0.469938849856883,0.988014284503356,1.00655548791846,0.909942648129031,0.957343973011548,0.989259545136986,0.994148080451278,1.03476109704474,0.968455062205062,0.0286612468294906,0.0284713278562419,0.0249330239713491,0.0288358153515815,0.0513455413395425,0.0442263867164371,0.0419541322409221,0.0370342475047225,0.0448444401443305,0.0445472859389051,0.619933357420805,0.716972150887683,0.193777393935289,0.187826863782714,0.158334340204948,0.157282271463058
6,50,70,50,80,0,2000,0.808907714029008,0.79852495453627,0.19665725047081,0.172619047619048,0.502817353356437,0.487861184077591,0.48817594834544,0.473844333054859,1.00317954596972,0.990303204487007,1.01549735372427,0.891369047619048,0.983202158848225,0.998504040760174,0.954572556231508,0.969815793279706,0.0304612976126158,0.0326128378928625,0.027566315812192,0.0237878317993864,0.0494066903581931,0.0444218523601008,0.0601816892332177,0.0474884524960082,0.0468498045115897,0.0501588966852147,0.735049173582812,0.634296807182792,0.188908236545247,0.186081752167524,0.230106827697596,0.198927644361774
11,50,70,50,80,0,2000,0.784227910817507,0.78459706959707,0.205367008681926,0.211460554371002,0.494930154142582,0.515046620046621,0.49344909234412,0.518698175787728,0.997145509916507,0.997614895173536,0.961784236994674,0.990321810915505,1.01423831129562,1.00591528740547,1.01120323734666,1.0130469830614,0.029980702752089,0.0335918281842651,0.0289258254406735,0.0305324051511152,0.0492347158189866,0.0500556192784585,0.046656818850929,0.0566868883332769,0.0484701423094794,0.0543082897686066,0.634424164395231,0.669660945880406,0.206758622106885,0.190933692946253,0.195932878194629,0.216228209482213
47,50,70,50,80,2,2000,0.827897282832441,0.846620891347192,0.352046548956661,0.321734148204736,0.640831274873061,0.681146290291818,0.66600454788657,0.634632034632034,1.03788370384191,1.06135633572215,1.74003335263006,1.59021058497915,1.3279081056648,1.31644619566014,1.38007127964124,1.22654845154845,0.0359652699063207,0.0332273088261882,0.0635936555582473,0.066137015086256,0.0700771753367927,0.0633498894409483,0.0841425812083018,0.0702567437043243,0.0565233372321499,0.0522203333102016,1.5535625842434,1.61569564085585,0.300902110828118,0.236630813914919,0.36129710100931,0.262429983579734
39,50,70,50,80,1,2000,0.810701536303945,0.813137453562985,0.24696333078686,0.250382432765852,0.5600975329891,0.543252279635259,0.564183855360325,0.538169257340242,1.02286860503363,1.02594202129985,1.19062321579349,1.20710688638695,1.09860672423558,1.10828304709554,1.10662186618856,1.09791322878321,0.0308388501226572,0.0321616477946622,0.0416039142114976,0.033769339944887,0.0548764470715017,0.0542598544676574,0.0585688274984155,0.0554785617875893,0.0490925829074293,0.0511983538465003,0.966980992870979,0.784885520686901,0.211126705950441,0.225827532850605,0.225332438250028,0.230899748211802
36,50,70,50,80,1,2000,0.814398766700925,0.805265751160277,0.253696085764149,0.280700428319476,0.533418979102432,0.547911501049018,0.527692595362752,0.581796422272613,1.02871423162222,1.0171777909393,1.21774121166791,1.34736205593348,1.09814471544338,1.0654483773064,1.08635586223664,1.13133973798,0.0287890080924733,0.0338289687764899,0.0412847588148881,0.0491394643338966,0.0515131488292867,0.059141195869253,0.0548535692728455,0.0537265025292267,0.04593481623619,0.0539764155547318,0.951200843095021,1.13217325825298,0.218323418003997,0.223632074854523,0.232480813259041,0.203157360257814
